   1.0274000e+02   2.5123000e+01   0
   9.2089824e+01   3.1257604e+01   0
   0.0000000e+00   3.5772000e+04   3.5772000e+04
   1.0000000e+00   1.6128774e+04  -2.2168849e+04
   2.0000000e+00  -4.4229031e+04  -3.8387991e+04
   3.0000000e+00  -2.7567725e+04   3.1969759e+04
   4.0000000e+00   4.7804019e+04   7.5741846e+04
   5.0000000e+00   4.7854898e+04   3.0064967e+04
   6.0000000e+00  -2.5851172e+04  -3.1330109e+04
   7.0000000e+00  -4.5828553e+04  -3.5784102e+04
   8.0000000e+00  -6.2527240e+03  -2.4387792e+04
   9.0000000e+00   1.6179239e+04  -3.7557638e+04
   1.0000000e+01  -3.1832197e+03  -2.4239227e+04
   1.1000000e+01  -2.0076411e+04   2.6795201e+04
   1.2000000e+01   7.6558899e+03   4.1488295e+04
   1.3000000e+01   2.4214524e+04  -4.2350147e+03
   1.4000000e+01   1.8664732e+03  -4.2183890e+04
   1.5000000e+01  -5.0939494e+03  -3.5630261e+04
   1.6000000e+01   8.7791653e+03  -5.8819854e+03
   1.7000000e+01   1.7078252e+04   2.9754690e+04
   1.8000000e+01   4.3806340e+02   3.9156761e+04
   1.9000000e+01  -3.4002742e+04   1.4925189e+04
   2.0000000e+01  -3.2778025e+04  -2.9728580e+03
   2.1000000e+01   9.4230850e+03   3.1114741e+03
   2.2000000e+01   3.1123705e+04   7.2077978e+03
   2.3000000e+01   1.9435994e+04  -2.4295849e+04
   2.4000000e+01   7.9603414e+03  -5.3743215e+04
   2.5000000e+01  -6.4271674e+03  -2.0803902e+04
   2.6000000e+01  -1.8956504e+04   3.4516799e+04
   2.7000000e+01  -2.4897539e+03   3.1350383e+04
   2.8000000e+01   3.3349179e+04  -3.2601147e+04
   2.9000000e+01   5.2631558e+04  -6.9108156e+04
   3.0000000e+01   1.7049606e+04  -3.0595558e+04
   3.1000000e+01  -4.0262673e+04   2.3874013e+04
   3.2000000e+01  -4.9398174e+04   4.4757582e+04
   3.3000000e+01  -2.3278903e+04   3.0043917e+04
   3.4000000e+01   2.0835907e+04   1.8345954e+02
   3.5000000e+01   5.1771362e+04  -1.5934548e+04
   3.6000000e+01   2.1091846e+03  -9.7464129e+03
   3.7000000e+01  -6.8777217e+04   1.3139634e+04
   3.8000000e+01  -4.6598215e+04   3.0663779e+04
   3.9000000e+01   4.4081243e+04   3.0578186e+04
   4.0000000e+01   6.8417736e+04   1.5154136e+04
   4.1000000e+01  -2.4990255e+04  -1.6134397e+04
   4.2000000e+01  -9.2413785e+04  -2.8698434e+04
   4.3000000e+01  -1.5812066e+04  -1.5395914e+03
   4.4000000e+01   8.5533894e+04   1.9100509e+04
   4.5000000e+01   5.4350282e+04  -8.2349648e+02
   4.6000000e+01  -4.4268440e+04  -1.6832484e+04
   4.7000000e+01  -5.5948015e+04   2.6309186e+03
   4.8000000e+01   7.9196871e+03  -7.6288100e+01
   4.9000000e+01   4.6250206e+04  -2.3980518e+04
   5.0000000e+01   2.9175421e+04  -2.0492051e+03
   5.1000000e+01  -1.4379277e+04   2.7021792e+04
   5.2000000e+01  -3.1552493e+04   9.5587875e+03
   5.3000000e+01  -5.5584380e+03  -9.5080050e+03
   5.4000000e+01   3.8469328e+03   7.8006281e+03
   5.5000000e+01  -1.2407516e+04   2.9377957e+04
   5.6000000e+01   2.4331523e+04   1.6096137e+04
